# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
637.45 1650000.00   0.00   0.00   0.00   0.00 1789992.22
637.55 1650000.00   0.00   0.00   0.00   0.00 1778775.23
637.65 1650000.00   0.00   0.00   0.00   0.00 1767488.01
637.75 1650000.00   0.00   0.00   0.00   0.00 1756131.00
637.85 1650000.00   0.00   0.00   0.00   0.00 1744704.64
637.95 1650000.00   0.00   0.00   0.00   0.00 1733209.40
638.05 1650000.00   0.00   0.00   0.00   0.00 1721645.72
638.15 1650000.00   0.00   0.00   0.00   0.00 1710014.06
638.25 1650000.00   0.00   0.00   0.00   0.00 1698314.89
638.35 1650000.00   0.00   0.00   0.00   0.00 1686548.65
638.45 1650000.00   0.00   0.00   0.00   0.00 1674715.82
638.55 1650000.00   0.00   0.00   0.00   0.00 1662816.87
638.65 1650000.00   0.00   0.00   0.00   0.00 1650852.26
638.75 1650000.00   0.00   0.00   0.00   0.00 1638822.46
638.85 1650000.00   0.00   0.00   0.00   0.00 1626727.96
638.95 1650000.00   0.00   0.00   0.00   0.00 1614569.23
639.05 1650000.00   0.00   0.00   0.00   0.00 1602346.74
639.15 1650000.00   0.00   0.00   0.00   0.00 1590060.99
639.25 1650000.00   0.00   0.00   0.00   0.00 1577712.45
639.35 1650000.00   0.00   0.00   0.00   0.00 1565301.62
639.45 1650000.00   0.00   0.00   0.00   0.00 1552828.98
639.55 1650000.00   0.00   0.00   0.00   0.00 1540295.03
639.65 1650000.00   0.00   0.00   0.00   0.00 1527700.26
639.75 1650000.00   0.00   0.00   0.00   0.00 1515045.17
639.85 1650000.00   0.00   0.00   0.00   0.00 1502330.26
639.95 1650000.00   0.00   0.00   0.00   0.00 1489556.03
640.05 1650000.00   0.00   0.00   0.00   0.00 1476722.98
640.15 1650000.00   0.00   0.00   0.00   0.00 1463831.63
640.25 1650000.00   0.00   0.00   0.00   0.00 1450882.47
640.35 1650000.00   0.00   0.00   0.00   0.00 1437876.03
640.45 1650000.00   0.00   0.00   0.00   0.00 1424812.82
640.55 1650000.00   0.00   0.00   0.00   0.00 1411693.34
640.65 1650000.00   0.00   0.00   0.00   0.00 1398518.13
640.75 1650000.00   0.00   0.00   0.00   0.00 1385287.69
640.85 1650000.00   0.00   0.00   0.00   0.00 1372002.56
640.95 1650000.00   0.00   0.00   0.00   0.00 1358663.25
641.05 1650000.00   0.00   0.00   0.00   0.00 1345270.30
641.15 1650000.00   0.00   0.00   0.00   0.00 1331824.23
641.25 1650000.00   0.00   0.00   0.00   0.00 1318325.57
641.35 1650000.00   0.00   0.00   0.00   0.00 1304774.86
641.45 1650000.00   0.00   0.00   0.00   0.00 1291172.63
641.55 1650000.00   0.00   0.00   0.00   0.00 1277519.41
641.65 1650000.00   0.00   0.00   0.00   0.00 1263815.76
641.75 1650000.00   0.00   0.00   0.00   0.00 1250062.20
641.85 1650000.00   0.00   0.00   0.00   0.00 1236259.29
641.95 1650000.00   0.00   0.00   0.00   0.00 1222407.56
642.05 1650000.00   0.00   0.00   0.00   0.00 1208507.56
642.15 1650000.00   0.00   0.00   0.00   0.00 1194559.85
642.25 1650000.00   0.00   0.00   0.00   0.00 1180564.97
642.35 1650000.00   0.00   0.00   0.00   0.00 1166523.48
642.45 1650000.00   0.00   0.00   0.00   0.00 1152435.92
642.55 1650000.00   0.00   0.00   0.00   0.00 1138302.86
642.65 1650000.00   0.00   0.00   0.00   0.00 1124124.86
642.75 1650000.00   0.00   0.00   0.00   0.00 1109902.47
642.85 1650000.00   0.00   0.00   0.00   0.00 1095636.25
642.95 1650000.00   0.00   0.00   0.00   0.00 1081326.78
643.05 1650000.00   0.00   0.00   0.00   0.00 1066974.61
643.15 1650000.00   0.00   0.00   0.00   0.00 1052580.30
643.25 1650000.00   0.00   0.00   0.00   0.00 1038144.44
643.35 1650000.00   0.00   0.00   0.00   0.00 1023667.59
643.45 1650000.00   0.00   0.00   0.00   0.00 1009150.32
643.55 1650000.00   0.00   0.00   0.00   0.00 994593.20
643.65 1650000.00   0.00   0.00   0.00   0.00 979996.81
643.75 1650000.00   0.00   0.00   0.00   0.00 965361.72
643.85 1650000.00   0.00   0.00   0.00   0.00 950688.52
643.95 1650000.00   0.00   0.00   0.00   0.00 935977.78
644.05 1650000.00   0.00   0.00   0.00   0.00 921230.09
644.15 1650000.00   0.00   0.00   0.00   0.00 906446.01
644.25 1650000.00   0.00   0.00   0.00   0.00 891626.15
644.35 1650000.00   0.00   0.00   0.00   0.00 876771.08
644.45 1650000.00   0.00   0.00   0.00   0.00 861881.40
644.55 1650000.00   0.00   0.00   0.00   0.00 846957.68
644.65 1650000.00   0.00   0.00   0.00   0.00 832000.52
644.75 1650000.00   0.00   0.00   0.00   0.00 817010.50
644.85 1650000.00   0.00   0.00   0.00   0.00 801988.23
644.95 1650000.00   0.00   0.00   0.00   0.00 786934.30
645.05 1650000.00   0.00   0.00   0.00   0.00 771849.29
645.15 1650000.00   0.00   0.00   0.00   0.00 756733.80
645.25 1650000.00   0.00   0.00   0.00   0.00 741588.43
645.35 1650000.00   0.00   0.00   0.00   0.00 726413.79
645.45 1650000.00   0.00   0.00   0.00   0.00 711210.46
645.55 1650000.00   0.00   0.00   0.00   0.00 695979.04
645.65 1650000.00   0.00   0.00   0.00   0.00 680720.15
645.75 1650000.00   0.00   0.00   0.00   0.00 665434.38
645.85 1650000.00   0.00   0.00   0.00   0.00 650122.34
645.95 1650000.00   0.00   0.00   0.00   0.00 634784.62
646.05 1650000.00   0.00   0.00   0.00   0.00 619421.84
646.15 1650000.00   0.00   0.00   0.00   0.00 604034.60
646.25 1650000.00   0.00   0.00   0.00   0.00 588623.52
646.35 1650000.00   0.00   0.00   0.00   0.00 573189.19
646.45 1650000.00   0.00   0.00   0.00   0.00 557732.22
646.55 1650000.00   0.00   0.00   0.00   0.00 542253.24
646.65 1650000.00   0.00   0.00   0.00   0.00 526752.85
646.75 1650000.00   0.00   0.00   0.00   0.00 511231.65
646.85 1650000.00   0.00   0.00   0.00   0.00 495690.27
646.95 1650000.00   0.00   0.00   0.00   0.00 480129.32
647.05 1650000.00   0.00   0.00   0.00   0.00 464549.41
647.15 1650000.00   0.00   0.00   0.00   0.00 448951.16
647.25 1650000.00   0.00   0.00   0.00   0.00 433335.18
647.35 1650000.00   0.00   0.00   0.00   0.00 417702.09
647.45 1650000.00   0.00   0.00   0.00   0.00 402052.51
647.55 1650000.00   0.00   0.00   0.00   0.00 386387.06
647.65 1650000.00   0.00   0.00   0.00   0.00 370706.34
647.75 1650000.00   0.00   0.00   0.00   0.00 355010.99
647.85 1650000.00   0.00   0.00   0.00   0.00 339301.62
647.95 1650000.00   0.00   0.00   0.00   0.00 323578.86
648.05 1650000.00   0.00   0.00   0.00   0.00 307843.32
648.15 1650000.00   0.00   0.00   0.00   0.00 292095.62
648.25 1650000.00   0.00   0.00   0.00   0.00 276336.39
648.35 1650000.00   0.00   0.00   0.00   0.00 260566.25
648.45 1650000.00   0.00   0.00   0.00   0.00 244785.82
648.55 1650000.00   0.00   0.00   0.00   0.00 228995.72
648.65 1650000.00   0.00   0.00   0.00   0.00 213196.59
648.75 1650000.00   0.00   0.00   0.00   0.00 197389.03
648.85 1650000.00   0.00   0.00   0.00   0.00 181573.68
648.95 1650000.00   0.00   0.00   0.00   0.00 165751.16
649.05 1650000.00   0.00   0.00   0.00   0.00 149922.10
649.15 1650000.00   0.00   0.00   0.00   0.00 134087.12
649.25 1650000.00   0.00   0.00   0.00   0.00 118246.84
649.35 1650000.00   0.00   0.00   0.00   0.00 102401.90
649.45 1650000.00   0.00   0.00   0.00   0.00 86552.91
649.55 1650000.00   0.00   0.00   0.00   0.00 70700.50
649.65 1650000.00   0.00   0.00   0.00   0.00 54845.30
649.75 1650000.00   0.00   0.00   0.00   0.00 38987.94
649.85 1650000.00   0.00   0.00   0.00   0.00 23129.03
649.95 1650000.00   0.00   0.00   0.00   0.00 7269.22
650.05 1650000.00   0.00   0.00   0.00   0.00 -8590.89
650.15 1650000.00   0.00   0.00   0.00   0.00 -24450.65
650.25 1650000.00   0.00   0.00   0.00   0.00 -40309.45
650.35 1650000.00   0.00   0.00   0.00   0.00 -56166.66
650.45 1650000.00   0.00   0.00   0.00   0.00 -72021.65
650.55 1650000.00   0.00   0.00   0.00   0.00 -87873.79
650.65 1650000.00   0.00   0.00   0.00   0.00 -103722.47
650.75 1650000.00   0.00   0.00   0.00   0.00 -119567.05
650.85 1650000.00   0.00   0.00   0.00   0.00 -135406.91
650.95 1650000.00   0.00   0.00   0.00   0.00 -151241.42
651.05 1650000.00   0.00   0.00   0.00   0.00 -167069.97
651.15 1650000.00   0.00   0.00   0.00   0.00 -182891.91
651.25 1650000.00   0.00   0.00   0.00   0.00 -198706.63
651.35 1650000.00   0.00   0.00   0.00   0.00 -214513.51
651.45 1650000.00   0.00   0.00   0.00   0.00 -230311.92
651.55 1650000.00   0.00   0.00   0.00   0.00 -246101.23
651.65 1650000.00   0.00   0.00   0.00   0.00 -261880.83
651.75 1650000.00   0.00   0.00   0.00   0.00 -277650.08
651.85 1650000.00   0.00   0.00   0.00   0.00 -293408.38
651.95 1650000.00   0.00   0.00   0.00   0.00 -309155.09
652.05 1650000.00   0.00   0.00   0.00   0.00 -324889.59
652.15 1650000.00   0.00   0.00   0.00   0.00 -340611.26
652.25 1650000.00   0.00   0.00   0.00   0.00 -356319.48
652.35 1650000.00   0.00   0.00   0.00   0.00 -372013.64
652.45 1650000.00   0.00   0.00   0.00   0.00 -387693.10
652.55 1650000.00   0.00   0.00   0.00   0.00 -403357.26
652.65 1650000.00   0.00   0.00   0.00   0.00 -419005.49
652.75 1650000.00   0.00   0.00   0.00   0.00 -434637.18
652.85 1650000.00   0.00   0.00   0.00   0.00 -450251.70
652.95 1650000.00   0.00   0.00   0.00   0.00 -465848.45
653.05 1650000.00   0.00   0.00   0.00   0.00 -481426.80
653.15 1650000.00   0.00   0.00   0.00   0.00 -496986.15
653.25 1650000.00   0.00   0.00   0.00   0.00 -512525.87
653.35 1650000.00   0.00   0.00   0.00   0.00 -528045.35
653.45 1650000.00   0.00   0.00   0.00   0.00 -543543.98
653.55 1650000.00   0.00   0.00   0.00   0.00 -559021.15
653.65 1650000.00   0.00   0.00   0.00   0.00 -574476.25
653.75 1650000.00   0.00   0.00   0.00   0.00 -589908.67
653.85 1650000.00   0.00   0.00   0.00   0.00 -605317.79
653.95 1650000.00   0.00   0.00   0.00   0.00 -620703.01
654.05 1650000.00   0.00   0.00   0.00   0.00 -636063.73
654.15 1650000.00   0.00   0.00   0.00   0.00 -651399.33
654.25 1650000.00   0.00   0.00   0.00   0.00 -666709.21
654.35 1650000.00   0.00   0.00   0.00   0.00 -681992.76
654.45 1650000.00   0.00   0.00   0.00   0.00 -697249.39
654.55 1650000.00   0.00   0.00   0.00   0.00 -712478.48
654.65 1650000.00   0.00   0.00   0.00   0.00 -727679.44
654.75 1650000.00   0.00   0.00   0.00   0.00 -742851.67
654.85 1650000.00   0.00   0.00   0.00   0.00 -757994.57
654.95 1650000.00   0.00   0.00   0.00   0.00 -773107.54
655.05 1650000.00   0.00   0.00   0.00   0.00 -788189.98
655.15 1650000.00   0.00   0.00   0.00   0.00 -803241.31
655.25 1650000.00   0.00   0.00   0.00   0.00 -818260.91
655.35 1650000.00   0.00   0.00   0.00   0.00 -833248.21
655.45 1650000.00   0.00   0.00   0.00   0.00 -848202.61
655.55 1650000.00   0.00   0.00   0.00   0.00 -863123.51
655.65 1650000.00   0.00   0.00   0.00   0.00 -878010.34
655.75 1650000.00   0.00   0.00   0.00   0.00 -892862.49
655.85 1650000.00   0.00   0.00   0.00   0.00 -907679.40
655.95 1650000.00   0.00   0.00   0.00   0.00 -922460.46
656.05 1650000.00   0.00   0.00   0.00   0.00 -937205.10
656.15 1650000.00   0.00   0.00   0.00   0.00 -951912.73
656.25 1650000.00   0.00   0.00   0.00   0.00 -966582.78
656.35 1650000.00   0.00   0.00   0.00   0.00 -981214.66
656.45 1650000.00   0.00   0.00   0.00   0.00 -995807.80
656.55 1650000.00   0.00   0.00   0.00   0.00 -1010361.62
656.65 1650000.00   0.00   0.00   0.00   0.00 -1024875.55
656.75 1650000.00   0.00   0.00   0.00   0.00 -1039349.00
656.85 1650000.00   0.00   0.00   0.00   0.00 -1053781.43
656.95 1650000.00   0.00   0.00   0.00   0.00 -1068172.24
657.05 1650000.00   0.00   0.00   0.00   0.00 -1082520.87
657.15 1650000.00   0.00   0.00   0.00   0.00 -1096826.76
657.25 1650000.00   0.00   0.00   0.00   0.00 -1111089.35
657.35 1650000.00   0.00   0.00   0.00   0.00 -1125308.06
657.45 1650000.00   0.00   0.00   0.00   0.00 -1139482.34
657.55 1650000.00   0.00   0.00   0.00   0.00 -1153611.63
657.65 1650000.00   0.00   0.00   0.00   0.00 -1167695.37
657.75 1650000.00   0.00   0.00   0.00   0.00 -1181733.00
657.85 1650000.00   0.00   0.00   0.00   0.00 -1195723.97
657.95 1650000.00   0.00   0.00   0.00   0.00 -1209667.73
658.05 1650000.00   0.00   0.00   0.00   0.00 -1223563.72
658.15 1650000.00   0.00   0.00   0.00   0.00 -1237411.40
658.25 1650000.00   0.00   0.00   0.00   0.00 -1251210.23
658.35 1650000.00   0.00   0.00   0.00   0.00 -1264959.64
658.45 1650000.00   0.00   0.00   0.00   0.00 -1278659.12
658.55 1650000.00   0.00   0.00   0.00   0.00 -1292308.10
658.65 1650000.00   0.00   0.00   0.00   0.00 -1305906.06
658.75 1650000.00   0.00   0.00   0.00   0.00 -1319452.45
658.85 1650000.00   0.00   0.00   0.00   0.00 -1332946.75
658.95 1650000.00   0.00   0.00   0.00   0.00 -1346388.41
659.05 1650000.00   0.00   0.00   0.00   0.00 -1359776.92
659.15 1650000.00   0.00   0.00   0.00   0.00 -1373111.73
659.25 1650000.00   0.00   0.00   0.00   0.00 -1386392.32
659.35 1650000.00   0.00   0.00   0.00   0.00 -1399618.18
659.45 1650000.00   0.00   0.00   0.00   0.00 -1412788.77
659.55 1650000.00   0.00   0.00   0.00   0.00 -1425903.57
659.65 1650000.00   0.00   0.00   0.00   0.00 -1438962.08
659.75 1650000.00   0.00   0.00   0.00   0.00 -1451963.76
659.85 1650000.00   0.00   0.00   0.00   0.00 -1464908.12
659.95 1650000.00   0.00   0.00   0.00   0.00 -1477794.64
660.06 1650000.00   0.00   0.00   0.00   0.00 -1490622.80
660.16 1650000.00   0.00   0.00   0.00   0.00 -1503392.11
660.26 1650000.00   0.00   0.00   0.00   0.00 -1516102.05
660.36 1650000.00   0.00   0.00   0.00   0.00 -1528752.14
660.46 1650000.00   0.00   0.00   0.00   0.00 -1541341.86
660.56 1650000.00   0.00   0.00   0.00   0.00 -1553870.72
660.66 1650000.00   0.00   0.00   0.00   0.00 -1566338.22
660.76 1650000.00   0.00   0.00   0.00   0.00 -1578743.88
660.86 1650000.00   0.00   0.00   0.00   0.00 -1591087.21
660.96 1650000.00   0.00   0.00   0.00   0.00 -1603367.71
661.06 1650000.00   0.00   0.00   0.00   0.00 -1615584.90
661.16 1650000.00   0.00   0.00   0.00   0.00 -1627738.30
661.26 1650000.00   0.00   0.00   0.00   0.00 -1639827.42
661.36 1650000.00   0.00   0.00   0.00   0.00 -1651851.80
661.46 1650000.00   0.00   0.00   0.00   0.00 -1663810.96
661.56 1650000.00   0.00   0.00   0.00   0.00 -1675704.42
661.66 1650000.00   0.00   0.00   0.00   0.00 -1687531.72
661.76 1650000.00   0.00   0.00   0.00   0.00 -1699292.38
661.86 1650000.00   0.00   0.00   0.00   0.00 -1710985.95
661.96 1650000.00   0.00   0.00   0.00   0.00 -1722611.96
662.06 1650000.00   0.00   0.00   0.00   0.00 -1734169.96
662.16 1650000.00   0.00   0.00   0.00   0.00 -1745659.48
662.26 1650000.00   0.00   0.00   0.00   0.00 -1757080.07
662.36 1650000.00   0.00   0.00   0.00   0.00 -1768431.28
662.46 1650000.00   0.00   0.00   0.00   0.00 -1779712.67
662.56 1650000.00   0.00   0.00   0.00   0.00 -1790923.79
662.66 1650000.00   0.00   0.00   0.00   0.00 -1802064.19
662.76 1650000.00   0.00   0.00   0.00   0.00 -1813133.44
662.86 1650000.00   0.00   0.00   0.00   0.00 -1824131.09
662.96 1650000.00   0.00   0.00   0.00   0.00 -1835056.72
663.06 1650000.00   0.00   0.00   0.00   0.00 -1845909.90
663.16 1650000.00   0.00   0.00   0.00   0.00 -1856690.19
663.26 1650000.00   0.00   0.00   0.00   0.00 -1867397.16
663.36 1650000.00   0.00   0.00   0.00   0.00 -1878030.41
663.46 1650000.00   0.00   0.00   0.00   0.00 -1888589.50
663.56 1650000.00   0.00   0.00   0.00   0.00 -1899074.01
663.66 1650000.00   0.00   0.00   0.00   0.00 -1909483.55
663.76 1650000.00   0.00   0.00   0.00   0.00 -1919817.69
663.86 1650000.00   0.00   0.00   0.00   0.00 -1930076.02
663.96 1650000.00   0.00   0.00   0.00   0.00 -1940258.15
664.06 1650000.00   0.00   0.00   0.00   0.00 -1950363.66
664.16 1650000.00   0.00   0.00   0.00   0.00 -1960392.17
664.26 1650000.00   0.00   0.00   0.00   0.00 -1970343.27
664.36 1650000.00   0.00   0.00   0.00   0.00 -1980216.57
664.46 1650000.00   0.00   0.00   0.00   0.00 -1990011.68
664.56 1650000.00   0.00   0.00   0.00   0.00 -1999728.22
664.66 1650000.00   0.00   0.00   0.00   0.00 -2009365.79
664.76 1650000.00   0.00   0.00   0.00   0.00 -2018924.03
664.86 1650000.00   0.00   0.00   0.00   0.00 -2028402.55
664.96 1650000.00   0.00   0.00   0.00   0.00 -2037800.98
665.06 1650000.00   0.00   0.00   0.00   0.00 -2047118.95
665.16 1650000.00   0.00   0.00   0.00   0.00 -2056356.09
665.26 1650000.00   0.00   0.00   0.00   0.00 -2065512.03
665.36 1650000.00   0.00   0.00   0.00   0.00 -2074586.42
665.46 1650000.00   0.00   0.00   0.00   0.00 -2083578.89
665.56 1650000.00   0.00   0.00   0.00   0.00 -2092489.09
665.66 1650000.00   0.00   0.00   0.00   0.00 -2101316.67
665.76 1650000.00   0.00   0.00   0.00   0.00 -2110061.28
665.86 1650000.00   0.00   0.00   0.00   0.00 -2118722.57
665.96 1650000.00   0.00   0.00   0.00   0.00 -2127300.21
666.06 1650000.00   0.00   0.00   0.00   0.00 -2135793.85
666.16 1650000.00   0.00   0.00   0.00   0.00 -2144203.16
666.26 1650000.00   0.00   0.00   0.00   0.00 -2152527.80
666.36 1650000.00   0.00   0.00   0.00   0.00 -2160767.45
666.46 1650000.00   0.00   0.00   0.00   0.00 -2168921.79
666.56 1650000.00   0.00   0.00   0.00   0.00 -2176990.49
666.66 1650000.00   0.00   0.00   0.00   0.00 -2184973.22
666.76 1650000.00   0.00   0.00   0.00   0.00 -2192869.69
666.86 1650000.00   0.00   0.00   0.00   0.00 -2200679.57
666.96 1650000.00   0.00   0.00   0.00   0.00 -2208402.55
667.06 1650000.00   0.00   0.00   0.00   0.00 -2216038.34
667.16 1650000.00   0.00   0.00   0.00   0.00 -2223586.63
667.26 1650000.00   0.00   0.00   0.00   0.00 -2231047.11
667.36 1650000.00   0.00   0.00   0.00   0.00 -2238419.51
667.46 1650000.00   0.00   0.00   0.00   0.00 -2245703.52
667.56 1650000.00   0.00   0.00   0.00   0.00 -2252898.86
667.66 1650000.00   0.00   0.00   0.00   0.00 -2260005.25
667.76 1650000.00   0.00   0.00   0.00   0.00 -2267022.40
667.86 1650000.00   0.00   0.00   0.00   0.00 -2273950.04
667.96 1650000.00   0.00   0.00   0.00   0.00 -2280787.89
668.06 1650000.00   0.00   0.00   0.00   0.00 -2287535.68
668.16 1650000.00   0.00   0.00   0.00   0.00 -2294193.15
668.26 1650000.00   0.00   0.00   0.00   0.00 -2300760.04
668.36 1650000.00   0.00   0.00   0.00   0.00 -2307236.08
668.46 1650000.00   0.00   0.00   0.00   0.00 -2313621.01
668.56 1650000.00   0.00   0.00   0.00   0.00 -2319914.60
668.66 1650000.00   0.00   0.00   0.00   0.00 -2326116.58
668.76 1650000.00   0.00   0.00   0.00   0.00 -2332226.72
668.86 1650000.00   0.00   0.00   0.00   0.00 -2338244.77
668.96 1650000.00   0.00   0.00   0.00   0.00 -2344170.50
669.06 1650000.00   0.00   0.00   0.00   0.00 -2350003.66
669.16 1650000.00   0.00   0.00   0.00   0.00 -2355744.04
669.26 1650000.00   0.00   0.00   0.00   0.00 -2361391.40
669.36 1650000.00   0.00   0.00   0.00   0.00 -2366945.52
669.46 1650000.00   0.00   0.00   0.00   0.00 -2372406.18
669.56 1650000.00   0.00   0.00   0.00   0.00 -2377773.17
669.66 1650000.00   0.00   0.00   0.00   0.00 -2383046.27
669.76 1650000.00   0.00   0.00   0.00   0.00 -2388225.28
669.86 1650000.00   0.00   0.00   0.00   0.00 -2393309.98
669.96 1650000.00   0.00   0.00   0.00   0.00 -2398300.19
670.06 1650000.00   0.00   0.00   0.00   0.00 -2403195.71
670.16 1650000.00   0.00   0.00   0.00   0.00 -2407996.33
670.26 1650000.00   0.00   0.00   0.00   0.00 -2412701.87
670.36 1650000.00   0.00   0.00   0.00   0.00 -2417312.15
670.46 1650000.00   0.00   0.00   0.00   0.00 -2421826.98
670.56 1650000.00   0.00   0.00   0.00   0.00 -2426246.19
670.66 1650000.00   0.00   0.00   0.00   0.00 -2430569.59
670.76 1650000.00   0.00   0.00   0.00   0.00 -2434797.02
670.86 1650000.00   0.00   0.00   0.00   0.00 -2438928.32
670.96 1650000.00   0.00   0.00   0.00   0.00 -2442963.32
671.06 1650000.00   0.00   0.00   0.00   0.00 -2446901.85
671.16 1650000.00   0.00   0.00   0.00   0.00 -2450743.77
671.26 1650000.00   0.00   0.00   0.00   0.00 -2454488.93
671.36 1650000.00   0.00   0.00   0.00   0.00 -2458137.17
671.46 1650000.00   0.00   0.00   0.00   0.00 -2461688.34
671.56 1650000.00   0.00   0.00   0.00   0.00 -2465142.32
671.66 1650000.00   0.00   0.00   0.00   0.00 -2468498.97
671.76 1650000.00   0.00   0.00   0.00   0.00 -2471758.14
671.86 1650000.00   0.00   0.00   0.00   0.00 -2474919.72
671.96 1650000.00   0.00   0.00   0.00   0.00 -2477983.58
672.06 1650000.00   0.00   0.00   0.00   0.00 -2480949.59
672.16 1650000.00   0.00   0.00   0.00   0.00 -2483817.64
672.26 1650000.00   0.00   0.00   0.00   0.00 -2486587.62
672.36 1650000.00   0.00   0.00   0.00   0.00 -2489259.42
672.46 1650000.00   0.00   0.00   0.00   0.00 -2491832.93
672.56 1650000.00   0.00   0.00   0.00   0.00 -2494308.05
672.66 1650000.00   0.00   0.00   0.00   0.00 -2496684.68
672.76 1650000.00   0.00   0.00   0.00   0.00 -2498962.73
672.86 1650000.00   0.00   0.00   0.00   0.00 -2501142.11
672.96 1650000.00   0.00   0.00   0.00   0.00 -2503222.73
673.06 1650000.00   0.00   0.00   0.00   0.00 -2505204.52
673.16 1650000.00   0.00   0.00   0.00   0.00 -2507087.38
673.26 1650000.00   0.00   0.00   0.00   0.00 -2508871.26
673.36 1650000.00   0.00   0.00   0.00   0.00 -2510556.07
673.46 1650000.00   0.00   0.00   0.00   0.00 -2512141.75
673.56 1650000.00   0.00   0.00   0.00   0.00 -2513628.24
673.66 1650000.00   0.00   0.00   0.00   0.00 -2515015.48
673.76 1650000.00   0.00   0.00   0.00   0.00 -2516303.42
673.86 1650000.00   0.00   0.00   0.00   0.00 -2517491.99
673.96 1650000.00   0.00   0.00   0.00   0.00 -2518581.17
674.06 1650000.00   0.00   0.00   0.00   0.00 -2519570.90
674.16 1650000.00   0.00   0.00   0.00   0.00 -2520461.15
674.26 1650000.00   0.00   0.00   0.00   0.00 -2521251.87
674.36 1650000.00   0.00   0.00   0.00   0.00 -2521943.05
674.46 1650000.00   0.00   0.00   0.00   0.00 -2522534.64
674.56 1650000.00   0.00   0.00   0.00   0.00 -2523026.64
674.66 1650000.00   0.00   0.00   0.00   0.00 -2523419.01
674.76 1650000.00   0.00   0.00   0.00   0.00 -2523711.74
674.86 1650000.00   0.00   0.00   0.00   0.00 -2523904.83
674.96 1650000.00   0.00   0.00   0.00   0.00 -2523998.26
675.06 1650000.00   0.00   0.00   0.00   0.00 -2523992.03
675.16 1650000.00   0.00   0.00   0.00   0.00 -2523886.15
675.26 1650000.00   0.00   0.00   0.00   0.00 -2523680.60
675.36 1650000.00   0.00   0.00   0.00   0.00 -2523375.41
675.46 1650000.00   0.00   0.00   0.00   0.00 -2522970.58
675.56 1650000.00   0.00   0.00   0.00   0.00 -2522466.14
675.66 1650000.00   0.00   0.00   0.00   0.00 -2521862.10
675.76 1650000.00   0.00   0.00   0.00   0.00 -2521158.48
675.86 1650000.00   0.00   0.00   0.00   0.00 -2520355.31
675.96 1650000.00   0.00   0.00   0.00   0.00 -2519452.63
676.06 1650000.00   0.00   0.00   0.00   0.00 -2518450.46
676.16 1650000.00   0.00   0.00   0.00   0.00 -2517348.86
676.26 1650000.00   0.00   0.00   0.00   0.00 -2516147.86
676.36 1650000.00   0.00   0.00   0.00   0.00 -2514847.51
676.46 1650000.00   0.00   0.00   0.00   0.00 -2513447.86
676.56 1650000.00   0.00   0.00   0.00   0.00 -2511948.96
676.66 1650000.00   0.00   0.00   0.00   0.00 -2510350.89
676.76 1650000.00   0.00   0.00   0.00   0.00 -2508653.69
676.86 1650000.00   0.00   0.00   0.00   0.00 -2506857.44
676.96 1650000.00   0.00   0.00   0.00   0.00 -2504962.20
677.06 1650000.00   0.00   0.00   0.00   0.00 -2502968.06
677.16 1650000.00   0.00   0.00   0.00   0.00 -2500875.09
677.26 1650000.00   0.00   0.00   0.00   0.00 -2498683.37
677.36 1650000.00   0.00   0.00   0.00   0.00 -2496392.99
677.46 1650000.00   0.00   0.00   0.00   0.00 -2494004.04
677.56 1650000.00   0.00   0.00   0.00   0.00 -2491516.62
677.66 1650000.00   0.00   0.00   0.00   0.00 -2488930.82
677.76 1650000.00   0.00   0.00   0.00   0.00 -2486246.74
677.86 1650000.00   0.00   0.00   0.00   0.00 -2483464.50
677.96 1650000.00   0.00   0.00   0.00   0.00 -2480584.19
678.06 1650000.00   0.00   0.00   0.00   0.00 -2477605.94
678.16 1650000.00   0.00   0.00   0.00   0.00 -2474529.86
678.26 1650000.00   0.00   0.00   0.00   0.00 -2471356.08
678.36 1650000.00   0.00   0.00   0.00   0.00 -2468084.71
678.46 1650000.00   0.00   0.00   0.00   0.00 -2464715.90
678.56 1650000.00   0.00   0.00   0.00   0.00 -2461249.76
678.66 1650000.00   0.00   0.00   0.00   0.00 -2457686.44
678.76 1650000.00   0.00   0.00   0.00   0.00 -2454026.08
678.86 1650000.00   0.00   0.00   0.00   0.00 -2450268.82
678.96 1650000.00   0.00   0.00   0.00   0.00 -2446414.82
679.06 1650000.00   0.00   0.00   0.00   0.00 -2442464.22
679.16 1650000.00   0.00   0.00   0.00   0.00 -2438417.17
679.26 1650000.00   0.00   0.00   0.00   0.00 -2434273.85
679.36 1650000.00   0.00   0.00   0.00   0.00 -2430034.41
679.46 1650000.00   0.00   0.00   0.00   0.00 -2425699.02
679.56 1650000.00   0.00   0.00   0.00   0.00 -2421267.85
679.66 1650000.00   0.00   0.00   0.00   0.00 -2416741.08
679.76 1650000.00   0.00   0.00   0.00   0.00 -2412118.88
679.86 1650000.00   0.00   0.00   0.00   0.00 -2407401.45
679.96 1650000.00   0.00   0.00   0.00   0.00 -2402588.95
680.06 1650000.00   0.00   0.00   0.00   0.00 -2397681.59
680.16 1650000.00   0.00   0.00   0.00   0.00 -2392679.56
680.26 1650000.00   0.00   0.00   0.00   0.00 -2387583.05
