# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
948.08 1650000.00   0.00   0.00   0.00   0.00 121563.00
948.18 1650000.00   0.00   0.00   0.00   0.00 115262.75
948.28 1650000.00   0.00   0.00   0.00   0.00 108957.94
948.38 1650000.00   0.00   0.00   0.00   0.00 102648.83
948.48 1650000.00   0.00   0.00   0.00   0.00 96335.67
948.58 1650000.00   0.00   0.00   0.00   0.00 90018.71
948.68 1650000.00   0.00   0.00   0.00   0.00 83698.19
948.78 1650000.00   0.00   0.00   0.00   0.00 77374.36
948.88 1650000.00   0.00   0.00   0.00   0.00 71047.48
948.98 1650000.00   0.00   0.00   0.00   0.00 64717.80
949.08 1650000.00   0.00   0.00   0.00   0.00 58385.55
949.18 1650000.00   0.00   0.00   0.00   0.00 52051.01
949.28 1650000.00   0.00   0.00   0.00   0.00 45714.41
949.38 1650000.00   0.00   0.00   0.00   0.00 39376.00
949.48 1650000.00   0.00   0.00   0.00   0.00 33036.04
949.58 1650000.00   0.00   0.00   0.00   0.00 26694.77
949.68 1650000.00   0.00   0.00   0.00   0.00 20352.46
949.78 1650000.00   0.00   0.00   0.00   0.00 14009.33
949.88 1650000.00   0.00   0.00   0.00   0.00 7665.66
949.98 1650000.00   0.00   0.00   0.00   0.00 1321.68
950.08 1650000.00   0.00   0.00   0.00   0.00 -5022.35
950.18 1650000.00   0.00   0.00   0.00   0.00 -11366.19
950.28 1650000.00   0.00   0.00   0.00   0.00 -17709.57
950.38 1650000.00   0.00   0.00   0.00   0.00 -24052.26
950.48 1650000.00   0.00   0.00   0.00   0.00 -30393.99
950.58 1650000.00   0.00   0.00   0.00   0.00 -36734.53
950.68 1650000.00   0.00   0.00   0.00   0.00 -43073.61
950.78 1650000.00   0.00   0.00   0.00   0.00 -49410.99
950.88 1650000.00   0.00   0.00   0.00   0.00 -55746.43
950.98 1650000.00   0.00   0.00   0.00   0.00 -62079.66
951.08 1650000.00   0.00   0.00   0.00   0.00 -68410.44
951.18 1650000.00   0.00   0.00   0.00   0.00 -74738.52
951.28 1650000.00   0.00   0.00   0.00   0.00 -81063.65
951.38 1650000.00   0.00   0.00   0.00   0.00 -87385.57
951.48 1650000.00   0.00   0.00   0.00   0.00 -93704.05
951.58 1650000.00   0.00   0.00   0.00   0.00 -100018.83
951.68 1650000.00   0.00   0.00   0.00   0.00 -106329.65
951.78 1650000.00   0.00   0.00   0.00   0.00 -112636.28
951.88 1650000.00   0.00   0.00   0.00   0.00 -118938.47
951.98 1650000.00   0.00   0.00   0.00   0.00 -125235.95
952.08 1650000.00   0.00   0.00   0.00   0.00 -131528.49
952.18 1650000.00   0.00   0.00   0.00   0.00 -137815.84
952.28 1650000.00   0.00   0.00   0.00   0.00 -144097.75
952.38 1650000.00   0.00   0.00   0.00   0.00 -150373.96
952.48 1650000.00   0.00   0.00   0.00   0.00 -156644.24
952.58 1650000.00   0.00   0.00   0.00   0.00 -162908.33
952.68 1650000.00   0.00   0.00   0.00   0.00 -169165.99
952.78 1650000.00   0.00   0.00   0.00   0.00 -175416.98
952.88 1650000.00   0.00   0.00   0.00   0.00 -181661.03
952.98 1650000.00   0.00   0.00   0.00   0.00 -187897.91
953.08 1650000.00   0.00   0.00   0.00   0.00 -194127.38
953.18 1650000.00   0.00   0.00   0.00   0.00 -200349.18
953.28 1650000.00   0.00   0.00   0.00   0.00 -206563.06
953.38 1650000.00   0.00   0.00   0.00   0.00 -212768.79
953.48 1650000.00   0.00   0.00   0.00   0.00 -218966.12
953.58 1650000.00   0.00   0.00   0.00   0.00 -225154.81
953.68 1650000.00   0.00   0.00   0.00   0.00 -231334.60
953.78 1650000.00   0.00   0.00   0.00   0.00 -237505.26
953.88 1650000.00   0.00   0.00   0.00   0.00 -243666.54
953.98 1650000.00   0.00   0.00   0.00   0.00 -249818.21
954.08 1650000.00   0.00   0.00   0.00   0.00 -255960.00
954.18 1650000.00   0.00   0.00   0.00   0.00 -262091.69
954.28 1650000.00   0.00   0.00   0.00   0.00 -268213.03
954.38 1650000.00   0.00   0.00   0.00   0.00 -274323.79
954.48 1650000.00   0.00   0.00   0.00   0.00 -280423.71
954.58 1650000.00   0.00   0.00   0.00   0.00 -286512.55
954.68 1650000.00   0.00   0.00   0.00   0.00 -292590.09
954.78 1650000.00   0.00   0.00   0.00   0.00 -298656.07
954.88 1650000.00   0.00   0.00   0.00   0.00 -304710.26
954.98 1650000.00   0.00   0.00   0.00   0.00 -310752.42
955.08 1650000.00   0.00   0.00   0.00   0.00 -316782.30
955.18 1650000.00   0.00   0.00   0.00   0.00 -322799.68
955.28 1650000.00   0.00   0.00   0.00   0.00 -328804.32
955.38 1650000.00   0.00   0.00   0.00   0.00 -334795.97
955.48 1650000.00   0.00   0.00   0.00   0.00 -340774.40
955.58 1650000.00   0.00   0.00   0.00   0.00 -346739.37
955.68 1650000.00   0.00   0.00   0.00   0.00 -352690.66
955.78 1650000.00   0.00   0.00   0.00   0.00 -358628.02
955.88 1650000.00   0.00   0.00   0.00   0.00 -364551.22
955.98 1650000.00   0.00   0.00   0.00   0.00 -370460.02
956.08 1650000.00   0.00   0.00   0.00   0.00 -376354.20
956.18 1650000.00   0.00   0.00   0.00   0.00 -382233.52
956.28 1650000.00   0.00   0.00   0.00   0.00 -388097.74
956.38 1650000.00   0.00   0.00   0.00   0.00 -393946.64
956.48 1650000.00   0.00   0.00   0.00   0.00 -399779.99
956.58 1650000.00   0.00   0.00   0.00   0.00 -405597.55
956.68 1650000.00   0.00   0.00   0.00   0.00 -411399.09
956.78 1650000.00   0.00   0.00   0.00   0.00 -417184.39
956.88 1650000.00   0.00   0.00   0.00   0.00 -422953.22
956.98 1650000.00   0.00   0.00   0.00   0.00 -428705.35
957.08 1650000.00   0.00   0.00   0.00   0.00 -434440.55
957.18 1650000.00   0.00   0.00   0.00   0.00 -440158.60
957.28 1650000.00   0.00   0.00   0.00   0.00 -445859.26
957.38 1650000.00   0.00   0.00   0.00   0.00 -451542.33
957.48 1650000.00   0.00   0.00   0.00   0.00 -457207.56
957.58 1650000.00   0.00   0.00   0.00   0.00 -462854.74
957.68 1650000.00   0.00   0.00   0.00   0.00 -468483.65
957.78 1650000.00   0.00   0.00   0.00   0.00 -474094.05
957.88 1650000.00   0.00   0.00   0.00   0.00 -479685.74
957.98 1650000.00   0.00   0.00   0.00   0.00 -485258.49
958.08 1650000.00   0.00   0.00   0.00   0.00 -490812.08
958.18 1650000.00   0.00   0.00   0.00   0.00 -496346.28
958.28 1650000.00   0.00   0.00   0.00   0.00 -501860.89
958.38 1650000.00   0.00   0.00   0.00   0.00 -507355.69
958.48 1650000.00   0.00   0.00   0.00   0.00 -512830.45
958.58 1650000.00   0.00   0.00   0.00   0.00 -518284.96
958.68 1650000.00   0.00   0.00   0.00   0.00 -523719.00
958.78 1650000.00   0.00   0.00   0.00   0.00 -529132.37
958.88 1650000.00   0.00   0.00   0.00   0.00 -534524.85
958.98 1650000.00   0.00   0.00   0.00   0.00 -539896.22
959.08 1650000.00   0.00   0.00   0.00   0.00 -545246.27
959.18 1650000.00   0.00   0.00   0.00   0.00 -550574.79
959.28 1650000.00   0.00   0.00   0.00   0.00 -555881.58
959.38 1650000.00   0.00   0.00   0.00   0.00 -561166.41
959.48 1650000.00   0.00   0.00   0.00   0.00 -566429.09
959.58 1650000.00   0.00   0.00   0.00   0.00 -571669.40
959.68 1650000.00   0.00   0.00   0.00   0.00 -576887.14
959.78 1650000.00   0.00   0.00   0.00   0.00 -582082.10
959.88 1650000.00   0.00   0.00   0.00   0.00 -587254.08
959.98 1650000.00   0.00   0.00   0.00   0.00 -592402.87
960.08 1650000.00   0.00   0.00   0.00   0.00 -597528.27
960.18 1650000.00   0.00   0.00   0.00   0.00 -602630.07
960.28 1650000.00   0.00   0.00   0.00   0.00 -607708.08
960.38 1650000.00   0.00   0.00   0.00   0.00 -612762.10
960.48 1650000.00   0.00   0.00   0.00   0.00 -617791.92
960.58 1650000.00   0.00   0.00   0.00   0.00 -622797.35
960.68 1650000.00   0.00   0.00   0.00   0.00 -627778.18
960.78 1650000.00   0.00   0.00   0.00   0.00 -632734.23
960.88 1650000.00   0.00   0.00   0.00   0.00 -637665.30
960.98 1650000.00   0.00   0.00   0.00   0.00 -642571.18
961.08 1650000.00   0.00   0.00   0.00   0.00 -647451.70
961.18 1650000.00   0.00   0.00   0.00   0.00 -652306.65
961.28 1650000.00   0.00   0.00   0.00   0.00 -657135.84
961.38 1650000.00   0.00   0.00   0.00   0.00 -661939.09
961.48 1650000.00   0.00   0.00   0.00   0.00 -666716.20
961.58 1650000.00   0.00   0.00   0.00   0.00 -671466.99
961.68 1650000.00   0.00   0.00   0.00   0.00 -676191.26
961.78 1650000.00   0.00   0.00   0.00   0.00 -680888.83
961.88 1650000.00   0.00   0.00   0.00   0.00 -685559.52
961.98 1650000.00   0.00   0.00   0.00   0.00 -690203.14
962.08 1650000.00   0.00   0.00   0.00   0.00 -694819.51
962.18 1650000.00   0.00   0.00   0.00   0.00 -699408.44
962.28 1650000.00   0.00   0.00   0.00   0.00 -703969.76
962.38 1650000.00   0.00   0.00   0.00   0.00 -708503.28
962.48 1650000.00   0.00   0.00   0.00   0.00 -713008.82
962.58 1650000.00   0.00   0.00   0.00   0.00 -717486.21
962.68 1650000.00   0.00   0.00   0.00   0.00 -721935.28
962.78 1650000.00   0.00   0.00   0.00   0.00 -726355.83
962.88 1650000.00   0.00   0.00   0.00   0.00 -730747.71
962.98 1650000.00   0.00   0.00   0.00   0.00 -735110.73
963.08 1650000.00   0.00   0.00   0.00   0.00 -739444.73
963.18 1650000.00   0.00   0.00   0.00   0.00 -743749.53
963.28 1650000.00   0.00   0.00   0.00   0.00 -748024.96
963.38 1650000.00   0.00   0.00   0.00   0.00 -752270.86
963.48 1650000.00   0.00   0.00   0.00   0.00 -756487.05
963.58 1650000.00   0.00   0.00   0.00   0.00 -760673.38
963.68 1650000.00   0.00   0.00   0.00   0.00 -764829.67
963.78 1650000.00   0.00   0.00   0.00   0.00 -768955.76
963.88 1650000.00   0.00   0.00   0.00   0.00 -773051.49
963.98 1650000.00   0.00   0.00   0.00   0.00 -777116.69
964.08 1650000.00   0.00   0.00   0.00   0.00 -781151.21
964.18 1650000.00   0.00   0.00   0.00   0.00 -785154.89
964.28 1650000.00   0.00   0.00   0.00   0.00 -789127.56
964.38 1650000.00   0.00   0.00   0.00   0.00 -793069.08
964.48 1650000.00   0.00   0.00   0.00   0.00 -796979.28
964.58 1650000.00   0.00   0.00   0.00   0.00 -800858.01
964.68 1650000.00   0.00   0.00   0.00   0.00 -804705.12
964.78 1650000.00   0.00   0.00   0.00   0.00 -808520.46
964.88 1650000.00   0.00   0.00   0.00   0.00 -812303.87
964.98 1650000.00   0.00   0.00   0.00   0.00 -816055.21
965.08 1650000.00   0.00   0.00   0.00   0.00 -819774.33
965.18 1650000.00   0.00   0.00   0.00   0.00 -823461.08
965.28 1650000.00   0.00   0.00   0.00   0.00 -827115.31
965.38 1650000.00   0.00   0.00   0.00   0.00 -830736.89
965.48 1650000.00   0.00   0.00   0.00   0.00 -834325.67
965.58 1650000.00   0.00   0.00   0.00   0.00 -837881.50
965.68 1650000.00   0.00   0.00   0.00   0.00 -841404.24
965.78 1650000.00   0.00   0.00   0.00   0.00 -844893.77
965.88 1650000.00   0.00   0.00   0.00   0.00 -848349.93
965.98 1650000.00   0.00   0.00   0.00   0.00 -851772.60
966.08 1650000.00   0.00   0.00   0.00   0.00 -855161.64
966.18 1650000.00   0.00   0.00   0.00   0.00 -858516.91
966.28 1650000.00   0.00   0.00   0.00   0.00 -861838.28
966.38 1650000.00   0.00   0.00   0.00   0.00 -865125.62
966.48 1650000.00   0.00   0.00   0.00   0.00 -868378.80
966.58 1650000.00   0.00   0.00   0.00   0.00 -871597.70
966.68 1650000.00   0.00   0.00   0.00   0.00 -874782.18
966.78 1650000.00   0.00   0.00   0.00   0.00 -877932.11
966.88 1650000.00   0.00   0.00   0.00   0.00 -881047.39
966.98 1650000.00   0.00   0.00   0.00   0.00 -884127.87
967.08 1650000.00   0.00   0.00   0.00   0.00 -887173.45
967.18 1650000.00   0.00   0.00   0.00   0.00 -890184.00
967.28 1650000.00   0.00   0.00   0.00   0.00 -893159.39
967.38 1650000.00   0.00   0.00   0.00   0.00 -896099.52
967.48 1650000.00   0.00   0.00   0.00   0.00 -899004.27
967.58 1650000.00   0.00   0.00   0.00   0.00 -901873.52
967.68 1650000.00   0.00   0.00   0.00   0.00 -904707.17
967.78 1650000.00   0.00   0.00   0.00   0.00 -907505.09
967.88 1650000.00   0.00   0.00   0.00   0.00 -910267.17
967.98 1650000.00   0.00   0.00   0.00   0.00 -912993.32
968.08 1650000.00   0.00   0.00   0.00   0.00 -915683.41
968.18 1650000.00   0.00   0.00   0.00   0.00 -918337.35
968.28 1650000.00   0.00   0.00   0.00   0.00 -920955.03
968.38 1650000.00   0.00   0.00   0.00   0.00 -923536.34
968.48 1650000.00   0.00   0.00   0.00   0.00 -926081.19
968.58 1650000.00   0.00   0.00   0.00   0.00 -928589.48
968.68 1650000.00   0.00   0.00   0.00   0.00 -931061.10
968.78 1650000.00   0.00   0.00   0.00   0.00 -933495.95
968.88 1650000.00   0.00   0.00   0.00   0.00 -935893.95
968.98 1650000.00   0.00   0.00   0.00   0.00 -938254.99
969.08 1650000.00   0.00   0.00   0.00   0.00 -940578.99
969.18 1650000.00   0.00   0.00   0.00   0.00 -942865.84
969.28 1650000.00   0.00   0.00   0.00   0.00 -945115.47
969.38 1650000.00   0.00   0.00   0.00   0.00 -947327.78
969.48 1650000.00   0.00   0.00   0.00   0.00 -949502.69
969.58 1650000.00   0.00   0.00   0.00   0.00 -951640.10
969.68 1650000.00   0.00   0.00   0.00   0.00 -953739.94
969.78 1650000.00   0.00   0.00   0.00   0.00 -955802.12
969.88 1650000.00   0.00   0.00   0.00   0.00 -957826.56
969.98 1650000.00   0.00   0.00   0.00   0.00 -959813.18
970.08 1650000.00   0.00   0.00   0.00   0.00 -961761.91
970.18 1650000.00   0.00   0.00   0.00   0.00 -963672.65
970.28 1650000.00   0.00   0.00   0.00   0.00 -965545.35
970.38 1650000.00   0.00   0.00   0.00   0.00 -967379.92
970.48 1650000.00   0.00   0.00   0.00   0.00 -969176.30
970.58 1650000.00   0.00   0.00   0.00   0.00 -970934.41
970.68 1650000.00   0.00   0.00   0.00   0.00 -972654.18
970.78 1650000.00   0.00   0.00   0.00   0.00 -974335.55
970.88 1650000.00   0.00   0.00   0.00   0.00 -975978.44
970.98 1650000.00   0.00   0.00   0.00   0.00 -977582.80
971.08 1650000.00   0.00   0.00   0.00   0.00 -979148.56
971.18 1650000.00   0.00   0.00   0.00   0.00 -980675.66
971.28 1650000.00   0.00   0.00   0.00   0.00 -982164.03
971.38 1650000.00   0.00   0.00   0.00   0.00 -983613.63
971.48 1650000.00   0.00   0.00   0.00   0.00 -985024.38
971.58 1650000.00   0.00   0.00   0.00   0.00 -986396.25
971.68 1650000.00   0.00   0.00   0.00   0.00 -987729.16
971.78 1650000.00   0.00   0.00   0.00   0.00 -989023.08
971.88 1650000.00   0.00   0.00   0.00   0.00 -990277.94
971.98 1650000.00   0.00   0.00   0.00   0.00 -991493.70
972.08 1650000.00   0.00   0.00   0.00   0.00 -992670.32
972.18 1650000.00   0.00   0.00   0.00   0.00 -993807.73
972.28 1650000.00   0.00   0.00   0.00   0.00 -994905.91
972.38 1650000.00   0.00   0.00   0.00   0.00 -995964.81
972.48 1650000.00   0.00   0.00   0.00   0.00 -996984.37
972.58 1650000.00   0.00   0.00   0.00   0.00 -997964.58
972.68 1650000.00   0.00   0.00   0.00   0.00 -998905.38
972.78 1650000.00   0.00   0.00   0.00   0.00 -999806.73
972.88 1650000.00   0.00   0.00   0.00   0.00 -1000668.61
972.98 1650000.00   0.00   0.00   0.00   0.00 -1001490.98
973.08 1650000.00   0.00   0.00   0.00   0.00 -1002273.80
973.18 1650000.00   0.00   0.00   0.00   0.00 -1003017.05
973.28 1650000.00   0.00   0.00   0.00   0.00 -1003720.70
973.38 1650000.00   0.00   0.00   0.00   0.00 -1004384.71
973.48 1650000.00   0.00   0.00   0.00   0.00 -1005009.07
973.58 1650000.00   0.00   0.00   0.00   0.00 -1005593.74
973.68 1650000.00   0.00   0.00   0.00   0.00 -1006138.71
973.78 1650000.00   0.00   0.00   0.00   0.00 -1006643.95
973.88 1650000.00   0.00   0.00   0.00   0.00 -1007109.44
973.98 1650000.00   0.00   0.00   0.00   0.00 -1007535.17
974.08 1650000.00   0.00   0.00   0.00   0.00 -1007921.12
974.18 1650000.00   0.00   0.00   0.00   0.00 -1008267.26
974.28 1650000.00   0.00   0.00   0.00   0.00 -1008573.60
974.38 1650000.00   0.00   0.00   0.00   0.00 -1008840.11
974.48 1650000.00   0.00   0.00   0.00   0.00 -1009066.79
974.58 1650000.00   0.00   0.00   0.00   0.00 -1009253.63
974.68 1650000.00   0.00   0.00   0.00   0.00 -1009400.61
974.78 1650000.00   0.00   0.00   0.00   0.00 -1009507.74
974.88 1650000.00   0.00   0.00   0.00   0.00 -1009575.01
974.98 1650000.00   0.00   0.00   0.00   0.00 -1009602.42
975.08 1650000.00   0.00   0.00   0.00   0.00 -1009589.96
975.18 1650000.00   0.00   0.00   0.00   0.00 -1009537.64
975.28 1650000.00   0.00   0.00   0.00   0.00 -1009445.46
975.38 1650000.00   0.00   0.00   0.00   0.00 -1009313.42
975.48 1650000.00   0.00   0.00   0.00   0.00 -1009141.52
975.58 1650000.00   0.00   0.00   0.00   0.00 -1008929.79
975.68 1650000.00   0.00   0.00   0.00   0.00 -1008678.21
975.78 1650000.00   0.00   0.00   0.00   0.00 -1008386.81
975.88 1650000.00   0.00   0.00   0.00   0.00 -1008055.59
975.98 1650000.00   0.00   0.00   0.00   0.00 -1007684.56
976.08 1650000.00   0.00   0.00   0.00   0.00 -1007273.75
976.18 1650000.00   0.00   0.00   0.00   0.00 -1006823.17
976.28 1650000.00   0.00   0.00   0.00   0.00 -1006332.83
976.38 1650000.00   0.00   0.00   0.00   0.00 -1005802.76
976.48 1650000.00   0.00   0.00   0.00   0.00 -1005232.97
976.58 1650000.00   0.00   0.00   0.00   0.00 -1004623.50
976.68 1650000.00   0.00   0.00   0.00   0.00 -1003974.35
976.78 1650000.00   0.00   0.00   0.00   0.00 -1003285.56
976.88 1650000.00   0.00   0.00   0.00   0.00 -1002557.16
976.98 1650000.00   0.00   0.00   0.00   0.00 -1001789.17
977.08 1650000.00   0.00   0.00   0.00   0.00 -1000981.63
977.18 1650000.00   0.00   0.00   0.00   0.00 -1000134.57
977.28 1650000.00   0.00   0.00   0.00   0.00 -999248.01
977.38 1650000.00   0.00   0.00   0.00   0.00 -998322.00
977.48 1650000.00   0.00   0.00   0.00   0.00 -997356.57
977.58 1650000.00   0.00   0.00   0.00   0.00 -996351.76
977.68 1650000.00   0.00   0.00   0.00   0.00 -995307.60
977.78 1650000.00   0.00   0.00   0.00   0.00 -994224.15
977.88 1650000.00   0.00   0.00   0.00   0.00 -993101.44
977.98 1650000.00   0.00   0.00   0.00   0.00 -991939.52
978.08 1650000.00   0.00   0.00   0.00   0.00 -990738.44
978.18 1650000.00   0.00   0.00   0.00   0.00 -989498.23
978.28 1650000.00   0.00   0.00   0.00   0.00 -988218.95
978.38 1650000.00   0.00   0.00   0.00   0.00 -986900.66
978.48 1650000.00   0.00   0.00   0.00   0.00 -985543.39
978.58 1650000.00   0.00   0.00   0.00   0.00 -984147.21
978.68 1650000.00   0.00   0.00   0.00   0.00 -982712.18
978.78 1650000.00   0.00   0.00   0.00   0.00 -981238.34
978.88 1650000.00   0.00   0.00   0.00   0.00 -979725.75
978.98 1650000.00   0.00   0.00   0.00   0.00 -978174.49
979.08 1650000.00   0.00   0.00   0.00   0.00 -976584.60
979.18 1650000.00   0.00   0.00   0.00   0.00 -974956.14
979.28 1650000.00   0.00   0.00   0.00   0.00 -973289.20
979.38 1650000.00   0.00   0.00   0.00   0.00 -971583.82
979.48 1650000.00   0.00   0.00   0.00   0.00 -969840.08
979.58 1650000.00   0.00   0.00   0.00   0.00 -968058.05
979.68 1650000.00   0.00   0.00   0.00   0.00 -966237.79
979.78 1650000.00   0.00   0.00   0.00   0.00 -964379.38
979.88 1650000.00   0.00   0.00   0.00   0.00 -962482.89
979.98 1650000.00   0.00   0.00   0.00   0.00 -960548.40
980.08 1650000.00   0.00   0.00   0.00   0.00 -958575.98
980.18 1650000.00   0.00   0.00   0.00   0.00 -956565.71
980.28 1650000.00   0.00   0.00   0.00   0.00 -954517.68
980.38 1650000.00   0.00   0.00   0.00   0.00 -952431.95
980.48 1650000.00   0.00   0.00   0.00   0.00 -950308.61
980.58 1650000.00   0.00   0.00   0.00   0.00 -948147.76
980.68 1650000.00   0.00   0.00   0.00   0.00 -945949.47
980.78 1650000.00   0.00   0.00   0.00   0.00 -943713.82
980.88 1650000.00   0.00   0.00   0.00   0.00 -941440.91
980.98 1650000.00   0.00   0.00   0.00   0.00 -939130.83
981.08 1650000.00   0.00   0.00   0.00   0.00 -936783.67
981.18 1650000.00   0.00   0.00   0.00   0.00 -934399.52
981.28 1650000.00   0.00   0.00   0.00   0.00 -931978.48
981.38 1650000.00   0.00   0.00   0.00   0.00 -929520.64
981.48 1650000.00   0.00   0.00   0.00   0.00 -927026.09
981.58 1650000.00   0.00   0.00   0.00   0.00 -924494.94
981.68 1650000.00   0.00   0.00   0.00   0.00 -921927.29
981.78 1650000.00   0.00   0.00   0.00   0.00 -919323.23
981.88 1650000.00   0.00   0.00   0.00   0.00 -916682.88
981.98 1650000.00   0.00   0.00   0.00   0.00 -914006.33
982.08 1650000.00   0.00   0.00   0.00   0.00 -911293.69
982.18 1650000.00   0.00   0.00   0.00   0.00 -908545.07
982.28 1650000.00   0.00   0.00   0.00   0.00 -905760.58
982.38 1650000.00   0.00   0.00   0.00   0.00 -902940.32
982.48 1650000.00   0.00   0.00   0.00   0.00 -900084.41
982.58 1650000.00   0.00   0.00   0.00   0.00 -897192.96
982.68 1650000.00   0.00   0.00   0.00   0.00 -894266.08
982.78 1650000.00   0.00   0.00   0.00   0.00 -891303.90
982.88 1650000.00   0.00   0.00   0.00   0.00 -888306.52
982.98 1650000.00   0.00   0.00   0.00   0.00 -885274.06
983.08 1650000.00   0.00   0.00   0.00   0.00 -882206.65
983.18 1650000.00   0.00   0.00   0.00   0.00 -879104.41
983.28 1650000.00   0.00   0.00   0.00   0.00 -875967.46
983.38 1650000.00   0.00   0.00   0.00   0.00 -872795.92
983.48 1650000.00   0.00   0.00   0.00   0.00 -869589.91
983.58 1650000.00   0.00   0.00   0.00   0.00 -866349.57
983.68 1650000.00   0.00   0.00   0.00   0.00 -863075.03
983.78 1650000.00   0.00   0.00   0.00   0.00 -859766.40
983.88 1650000.00   0.00   0.00   0.00   0.00 -856423.83
983.98 1650000.00   0.00   0.00   0.00   0.00 -853047.44
984.08 1650000.00   0.00   0.00   0.00   0.00 -849637.37
984.18 1650000.00   0.00   0.00   0.00   0.00 -846193.75
984.28 1650000.00   0.00   0.00   0.00   0.00 -842716.72
984.38 1650000.00   0.00   0.00   0.00   0.00 -839206.41
984.48 1650000.00   0.00   0.00   0.00   0.00 -835662.97
984.58 1650000.00   0.00   0.00   0.00   0.00 -832086.53
984.68 1650000.00   0.00   0.00   0.00   0.00 -828477.24
984.78 1650000.00   0.00   0.00   0.00   0.00 -824835.24
984.88 1650000.00   0.00   0.00   0.00   0.00 -821160.66
984.98 1650000.00   0.00   0.00   0.00   0.00 -817453.67
985.08 1650000.00   0.00   0.00   0.00   0.00 -813714.39
985.18 1650000.00   0.00   0.00   0.00   0.00 -809942.99
985.28 1650000.00   0.00   0.00   0.00   0.00 -806139.61
985.38 1650000.00   0.00   0.00   0.00   0.00 -802304.39
985.48 1650000.00   0.00   0.00   0.00   0.00 -798437.50
985.58 1650000.00   0.00   0.00   0.00   0.00 -794539.08
985.68 1650000.00   0.00   0.00   0.00   0.00 -790609.29
985.78 1650000.00   0.00   0.00   0.00   0.00 -786648.28
985.88 1650000.00   0.00   0.00   0.00   0.00 -782656.21
985.98 1650000.00   0.00   0.00   0.00   0.00 -778633.24
986.08 1650000.00   0.00   0.00   0.00   0.00 -774579.52
986.18 1650000.00   0.00   0.00   0.00   0.00 -770495.22
986.28 1650000.00   0.00   0.00   0.00   0.00 -766380.50
986.38 1650000.00   0.00   0.00   0.00   0.00 -762235.51
986.48 1650000.00   0.00   0.00   0.00   0.00 -758060.43
986.58 1650000.00   0.00   0.00   0.00   0.00 -753855.42
986.68 1650000.00   0.00   0.00   0.00   0.00 -749620.64
986.78 1650000.00   0.00   0.00   0.00   0.00 -745356.27
986.88 1650000.00   0.00   0.00   0.00   0.00 -741062.46
986.98 1650000.00   0.00   0.00   0.00   0.00 -736739.39
987.08 1650000.00   0.00   0.00   0.00   0.00 -732387.23
987.18 1650000.00   0.00   0.00   0.00   0.00 -728006.16
987.28 1650000.00   0.00   0.00   0.00   0.00 -723596.33
987.38 1650000.00   0.00   0.00   0.00   0.00 -719157.94
987.48 1650000.00   0.00   0.00   0.00   0.00 -714691.15
987.58 1650000.00   0.00   0.00   0.00   0.00 -710196.14
987.68 1650000.00   0.00   0.00   0.00   0.00 -705673.09
987.78 1650000.00   0.00   0.00   0.00   0.00 -701122.18
987.88 1650000.00   0.00   0.00   0.00   0.00 -696543.58
987.98 1650000.00   0.00   0.00   0.00   0.00 -691937.48
988.08 1650000.00   0.00   0.00   0.00   0.00 -687304.06
988.18 1650000.00   0.00   0.00   0.00   0.00 -682643.50
988.28 1650000.00   0.00   0.00   0.00   0.00 -677955.99
988.38 1650000.00   0.00   0.00   0.00   0.00 -673241.71
988.48 1650000.00   0.00   0.00   0.00   0.00 -668500.84
988.58 1650000.00   0.00   0.00   0.00   0.00 -663733.58
988.68 1650000.00   0.00   0.00   0.00   0.00 -658940.11
988.78 1650000.00   0.00   0.00   0.00   0.00 -654120.63
988.88 1650000.00   0.00   0.00   0.00   0.00 -649275.31
988.98 1650000.00   0.00   0.00   0.00   0.00 -644404.36
989.08 1650000.00   0.00   0.00   0.00   0.00 -639507.96
989.18 1650000.00   0.00   0.00   0.00   0.00 -634586.32
989.28 1650000.00   0.00   0.00   0.00   0.00 -629639.62
989.38 1650000.00   0.00   0.00   0.00   0.00 -624668.05
989.48 1650000.00   0.00   0.00   0.00   0.00 -619671.82
989.58 1650000.00   0.00   0.00   0.00   0.00 -614651.13
989.68 1650000.00   0.00   0.00   0.00   0.00 -609606.16
989.78 1650000.00   0.00   0.00   0.00   0.00 -604537.13
989.88 1650000.00   0.00   0.00   0.00   0.00 -599444.22
989.98 1650000.00   0.00   0.00   0.00   0.00 -594327.64
990.08 1650000.00   0.00   0.00   0.00   0.00 -589187.60
990.18 1650000.00   0.00   0.00   0.00   0.00 -584024.30
990.28 1650000.00   0.00   0.00   0.00   0.00 -578837.93
990.38 1650000.00   0.00   0.00   0.00   0.00 -573628.71
990.48 1650000.00   0.00   0.00   0.00   0.00 -568396.84
990.58 1650000.00   0.00   0.00   0.00   0.00 -563142.52
990.68 1650000.00   0.00   0.00   0.00   0.00 -557865.97
990.78 1650000.00   0.00   0.00   0.00   0.00 -552567.40
990.88 1650000.00   0.00   0.00   0.00   0.00 -547247.00
990.98 1650000.00   0.00   0.00   0.00   0.00 -541905.00
991.08 1650000.00   0.00   0.00   0.00   0.00 -536541.60
991.18 1650000.00   0.00   0.00   0.00   0.00 -531157.01
991.28 1650000.00   0.00   0.00   0.00   0.00 -525751.45
991.38 1650000.00   0.00   0.00   0.00   0.00 -520325.14
